Order,Seed,BRKGA,LS,N_gen,N_imp,Instancia,Duration,Target,LSEr,BKEr
9,10003,10537161.023168027,11231809.73091307,66,3,conv_MDG-b_22_n2000_m200.txt,7277.861372,11286775.58894,199.51,193.36
10,17722,10565289.977327958,11232430.528820893,81,5,conv_MDG-b_22_n2000_m200.txt,7310.437936,11286775.58894,199.52,193.61
1,9827,10629716.630614018,11242336.456723033,91,6,conv_MDG-b_23_n2000_m200.txt,7223.356389,11299940.86847,199.49,194.07
2,5676,10641071.170932956,11255492.742630957,84,5,conv_MDG-b_23_n2000_m200.txt,7287.607605,11299940.86847,199.61,194.17
3,3387,10570082.714705018,11244027.899197932,75,3,conv_MDG-b_23_n2000_m200.txt,7275.594698,11299940.86847,199.51,193.54
4,4603,10606888.421397995,11230820.572860945,93,2,conv_MDG-b_23_n2000_m200.txt,7263.011744,11299940.86847,199.39,193.87
5,10447,10536589.644452928,11263702.929404017,79,4,conv_MDG-b_23_n2000_m200.txt,7289.000127,11299940.86847,199.68,193.24
6,2964,10565074.657559993,11242441.685189,74,4,conv_MDG-b_23_n2000_m200.txt,7334.55658,11299940.86847,199.49,193.5
7,7389,10634320.645011982,11248523.794688014,94,5,conv_MDG-b_23_n2000_m200.txt,7270.895598,11299940.86847,199.54,194.11
8,13489,10525538.449347962,11247160.102124937,74,5,conv_MDG-b_23_n2000_m200.txt,7239.31399,11299940.86847,199.53,193.15
9,3081,10568114.955568045,11246181.178032063,74,7,conv_MDG-b_23_n2000_m200.txt,7314.375133,11299940.86847,199.52,193.52
10,1576,10596721.251562012,11240437.415652012,73,6,conv_MDG-b_23_n2000_m200.txt,7204.169407,11299940.86847,199.47,193.78
1,5921,10579311.800883016,11233138.061855031,68,5,conv_MDG-b_24_n2000_m200.txt,7223.27587,11290874.15963,199.49,193.7
2,2968,10625438.745422017,11227028.286243955,100,4,conv_MDG-b_24_n2000_m200.txt,7257.037541,11290874.15963,199.43,194.11
3,4918,10566214.384265013,11243243.243459987,85,5,conv_MDG-b_24_n2000_m200.txt,7306.423882,11290874.15963,199.58,193.58
4,970,10626848.599039,11227848.71229401,87,8,conv_MDG-b_24_n2000_m200.txt,7261.18336,11290874.15963,199.44,194.12
5,3490,10677457.774029015,11249046.879785053,97,10,conv_MDG-b_24_n2000_m200.txt,7314.624138,11290874.15963,199.63,194.57
6,5990,10566798.595575027,11251157.885349983,86,7,conv_MDG-b_24_n2000_m200.txt,7247.886423,11290874.15963,199.65,193.59
7,13659,10616089.528003009,11244388.038754063,92,4,conv_MDG-b_24_n2000_m200.txt,7237.441411,11290874.15963,199.59,194.02
8,8870,10611244.57324796,11245935.084361969,91,6,conv_MDG-b_24_n2000_m200.txt,7225.449481,11290874.15963,199.6,193.98
9,27137,10655792.196696071,11245071.20940711,87,4,conv_MDG-b_24_n2000_m200.txt,7309.180277,11290874.15963,199.59,194.38
10,2478,10580207.250068016,11224169.773726018,84,5,conv_MDG-b_24_n2000_m200.txt,7241.78882,11290874.15963,199.41,193.71
1,3385,10564482.43403503,11249167.576008033,91,5,conv_MDG-b_25_n2000_m200.txt,7260.940914,11296066.6607,199.58,193.52
2,15158,10649055.765987994,11237491.659993956,78,2,conv_MDG-b_25_n2000_m200.txt,7261.112406,11296066.6607,199.48,194.27
3,3756,10612391.82577003,11262014.89358999,95,5,conv_MDG-b_25_n2000_m200.txt,7290.223024,11296066.6607,199.7,193.95
4,18491,10566954.553306032,11239447.942023005,82,6,conv_MDG-b_25_n2000_m200.txt,7213.932713,11296066.6607,199.5,193.55
5,13310,10573236.656388983,11253131.136657016,81,6,conv_MDG-b_25_n2000_m200.txt,7252.411262,11296066.6607,199.62,193.6
6,4479,10549358.35003507,11231054.596839983,80,4,conv_MDG-b_25_n2000_m200.txt,7278.275793,11296066.6607,199.42,193.39
7,12309,10599687.761182018,11236796.242540931,88,4,conv_MDG-b_25_n2000_m200.txt,7278.033789,11296066.6607,199.48,193.84
8,13100,10639944.018974982,11247861.64213897,79,4,conv_MDG-b_25_n2000_m200.txt,7301.786638,11296066.6607,199.57,194.19
9,199,10579256.31113393,11239433.41502699,90,6,conv_MDG-b_25_n2000_m200.txt,7224.559332,11296066.6607,199.5,193.65
10,1690,10604639.122043034,11264829.304056022,80,6,conv_MDG-b_25_n2000_m200.txt,7211.057136,11296066.6607,199.72,193.88
1,11497,10535660.292551024,11242652.094110036,76,4,conv_MDG-b_26_n2000_m200.txt,7312.757725,11292295.88629,199.56,193.3
2,19635,10610098.779010873,11244531.738928862,83,5,conv_MDG-b_26_n2000_m200.txt,7295.954376,11292295.88629,199.58,193.96
3,14631,10561502.310678985,11262144.071670018,79,8,conv_MDG-b_26_n2000_m200.txt,7200.39738,11292295.88629,199.73,193.53
4,9698,10052612.083906015,11241995.669339107,112,3,conv_MDG-b_26_n2000_m200.txt,7299.4563,11292295.88629,199.55,189.02
5,6866,10638852.05828193,11248511.620800972,97,6,conv_MDG-b_26_n2000_m200.txt,7314.330711,11292295.88629,199.61,194.21
6,8116,10602153.487174056,11233750.550049065,82,3,conv_MDG-b_26_n2000_m200.txt,7292.364645,11292295.88629,199.48,193.89
7,3144,10582821.56856894,11248993.41159599,84,3,conv_MDG-b_26_n2000_m200.txt,7268.302966,11292295.88629,199.62,193.72
8,6759,10683459.290865952,11242407.431875058,104,5,conv_MDG-b_26_n2000_m200.txt,7258.075053,11292295.88629,199.56,194.61
9,165,10645329.04556408,11237559.638229003,111,3,conv_MDG-b_26_n2000_m200.txt,7263.943418,11292295.88629,199.52,194.27
10,2377,10529888.85132091,11236027.588458037,70,4,conv_MDG-b_26_n2000_m200.txt,7219.067276,11292295.88629,199.5,193.25
1,24681,10587900.526874974,11243125.172484018,78,4,conv_MDG-b_27_n2000_m200.txt,7298.267969,11305676.84757,199.45,193.65
2,16784,10598970.824216994,11235749.947722001,81,5,conv_MDG-b_27_n2000_m200.txt,7300.706738,11305676.84757,199.38,193.75
3,5290,10615804.120928928,11254953.131006954,98,6,conv_MDG-b_27_n2000_m200.txt,7320.458285,11305676.84757,199.55,193.9
4,8909,10628662.309488017,11257334.354371132,90,3,conv_MDG-b_27_n2000_m200.txt,7298.810568,11305676.84757,199.57,194.01
5,12871,10597444.756074967,11249122.839681106,87,5,conv_MDG-b_27_n2000_m200.txt,7257.919864,11305676.84757,199.5,193.74
6,7215,10551689.75287002,11245587.117187986,79,4,conv_MDG-b_27_n2000_m200.txt,7221.232748,11305676.84757,199.47,193.33
7,14671,10547408.838259025,11245635.665853053,81,6,conv_MDG-b_27_n2000_m200.txt,7292.326358,11305676.84757,199.47,193.29
8,2502,10647082.502192052,11246843.102483066,87,3,conv_MDG-b_27_n2000_m200.txt,7240.258646,11305676.84757,199.48,194.17
9,8412,10597284.230173994,11259620.947450016,81,4,conv_MDG-b_27_n2000_m200.txt,7341.601829,11305676.84757,199.59,193.73
10,8477,10535077.885392983,11251739.389229989,71,1,conv_MDG-b_27_n2000_m200.txt,7307.634827,11305676.84757,199.52,193.18
1,1203,10553066.743982963,11236722.070541946,88,4,conv_MDG-b_28_n2000_m200.txt,7243.251094,11279916.05595,199.62,193.56
2,5842,10522803.90838296,11248559.542550057,74,3,conv_MDG-b_28_n2000_m200.txt,7253.35269,11279916.05595,199.72,193.29
3,5612,10569055.022860013,11234770.033801112,80,2,conv_MDG-b_28_n2000_m200.txt,7230.723161,11279916.05595,199.6,193.7
4,11066,10632541.052065961,11234434.973268969,95,3,conv_MDG-b_28_n2000_m200.txt,7216.942405,11279916.05595,199.6,194.26
5,5011,10601246.51485602,11228965.086974995,87,5,conv_MDG-b_28_n2000_m200.txt,7308.448586,11279916.05595,199.55,193.98
6,10657,10628466.38240709,11241489.394388037,87,3,conv_MDG-b_28_n2000_m200.txt,7327.203207,11279916.05595,199.66,194.22
7,17705,10524559.849254042,11240293.664228033,76,3,conv_MDG-b_28_n2000_m200.txt,7225.0452,11279916.05595,199.65,193.3
8,4873,10554038.252014922,11216282.224383008,69,2,conv_MDG-b_28_n2000_m200.txt,7370.559121,11279916.05595,199.44,193.56
9,13036,10539419.815003997,11234730.416340971,71,6,conv_MDG-b_28_n2000_m200.txt,7269.787385,11279916.05595,199.6,193.44
10,8968,10511724.26554396,11247424.790758954,73,4,conv_MDG-b_28_n2000_m200.txt,7275.924383,11279916.05595,199.71,193.19
1,5830,10544362.257249016,11232742.925035983,68,5,conv_MDG-b_29_n2000_m200.txt,7276.018608,11297188.33456,199.43,193.34
2,7365,10574685.814467981,11232088.545496969,74,4,conv_MDG-b_29_n2000_m200.txt,7212.664584,11297188.33456,199.42,193.6
3,6891,10547338.796011033,11239401.609922001,79,1,conv_MDG-b_29_n2000_m200.txt,7288.177553,11297188.33456,199.49,193.36
4,3721,10555986.710682984,11245580.361301057,71,4,conv_MDG-b_29_n2000_m200.txt,7287.557361,11297188.33456,199.54,193.44
5,6566,10504786.404667985,11229411.36951999,67,5,conv_MDG-b_29_n2000_m200.txt,7207.443312,11297188.33456,199.4,192.99
6,10693,10540777.693946965,11238180.196491009,73,8,conv_MDG-b_29_n2000_m200.txt,7235.057082,11297188.33456,199.48,193.3
7,15613,10574600.664873976,11240829.307665968,75,4,conv_MDG-b_29_n2000_m200.txt,7316.056526,11297188.33456,199.5,193.6
8,21258,10528539.59824194,11247568.406515986,76,7,conv_MDG-b_29_n2000_m200.txt,7309.757685,11297188.33456,199.56,193.2
9,12491,10567348.65476505,11237256.534953028,80,5,conv_MDG-b_29_n2000_m200.txt,7278.402804,11297188.33456,199.47,193.54
10,21205,10510164.513704006,11239900.735399036,70,5,conv_MDG-b_29_n2000_m200.txt,7250.718621,11297188.33456,199.49,193.03
1,3408,10579922.581252007,11233469.734102007,69,4,conv_MDG-b_30_n2000_m200.txt,7298.119368,11296414.92982,199.44,193.66
2,17350,10561813.72897402,11237780.887695037,79,3,conv_MDG-b_30_n2000_m200.txt,7289.428781,11296414.92982,199.48,193.5
3,13940,10601143.999754982,11244249.841936026,82,6,conv_MDG-b_30_n2000_m200.txt,7296.482393,11296414.92982,199.54,193.85
4,9701,10554322.792749047,11259719.340659034,65,6,conv_MDG-b_30_n2000_m200.txt,7249.13387,11296414.92982,199.68,193.43
5,2454,10570684.767872958,11259012.195362905,67,5,conv_MDG-b_30_n2000_m200.txt,7293.019792,11296414.92982,199.67,193.58
6,5798,10546983.790750932,11247139.45157704,68,3,conv_MDG-b_30_n2000_m200.txt,7330.40905,11296414.92982,199.56,193.37
7,9337,10562086.344914012,11234036.880581062,74,6,conv_MDG-b_30_n2000_m200.txt,7293.528101,11296414.92982,199.45,193.5
8,10597,10568538.655661877,11234784.74227302,87,4,conv_MDG-b_30_n2000_m200.txt,7262.548363,11296414.92982,199.45,193.56
9,4245,10552904.232682018,11241262.569834048,76,7,conv_MDG-b_30_n2000_m200.txt,7293.5497,11296414.92982,199.51,193.42
10,8583,10593447.943717958,11245106.67406495,75,3,conv_MDG-b_30_n2000_m200.txt,7281.165591,11296414.92982,199.55,193.78
1,4235,10594412.081270011,11220824.82182298,79,2,conv_MDG-b_31_n2000_m200.txt,7215.70555,11288901.49168,199.4,193.85
2,20711,10601247.30614206,11229604.764487008,78,4,conv_MDG-b_31_n2000_m200.txt,7204.661354,11288901.49168,199.47,193.91
3,4187,10575285.50073803,11252224.665860983,68,7,conv_MDG-b_31_n2000_m200.txt,7346.512829,11288901.49168,199.68,193.68
4,8002,10548675.21210899,11257648.954831028,76,5,conv_MDG-b_31_n2000_m200.txt,7250.723878,11288901.49168,199.72,193.44
5,4839,10641493.155507019,11236544.294530075,93,5,conv_MDG-b_31_n2000_m200.txt,7320.826913,11288901.49168,199.54,194.27
6,9280,10521173.356966099,11252244.416107118,70,5,conv_MDG-b_31_n2000_m200.txt,7377.88154,11288901.49168,199.68,193.2
7,13392,10562647.94676598,11237550.171433998,68,3,conv_MDG-b_31_n2000_m200.txt,7285.228381,11288901.49168,199.55,193.57
8,11619,10521529.472515006,11244776.99999401,65,4,conv_MDG-b_31_n2000_m200.txt,7291.168273,11288901.49168,199.61,193.2
9,18780,10556158.410492925,11229588.508558929,70,4,conv_MDG-b_31_n2000_m200.txt,7312.114598,11288901.49168,199.47,193.51
10,13064,10562886.991488995,11228664.871984111,74,2,conv_MDG-b_31_n2000_m200.txt,7225.117636,11288901.49168,199.47,193.57
1,10152,10540204.963646036,11227937.766740007,72,6,conv_MDG-b_32_n2000_m200.txt,7202.913429,11279820.12875,199.54,193.44
2,12694,10583957.298261948,11228895.701364962,73,5,conv_MDG-b_32_n2000_m200.txt,7276.862762,11279820.12875,199.55,193.83
3,8721,10489516.785719981,11213901.80830102,64,7,conv_MDG-b_32_n2000_m200.txt,7260.732042,11279820.12875,199.42,192.99
4,638,10564312.637759987,11223712.18394195,78,4,conv_MDG-b_32_n2000_m200.txt,7201.556368,11279820.12875,199.5,193.66
5,4398,10576048.71306503,11224366.387280006,78,1,conv_MDG-b_32_n2000_m200.txt,7228.91621,11279820.12875,199.51,193.76
6,2841,10570944.799434029,11234385.276150072,72,4,conv_MDG-b_32_n2000_m200.txt,7212.523524,11279820.12875,199.6,193.72
7,8345,10565984.669600986,11228078.329038966,81,5,conv_MDG-b_32_n2000_m200.txt,7249.52199,11279820.12875,199.54,193.67
8,2645,10564498.152877003,11221876.757000992,78,5,conv_MDG-b_32_n2000_m200.txt,7334.101853,11279820.12875,199.49,193.66
9,2634,10588566.452578017,11234665.063876996,88,4,conv_MDG-b_32_n2000_m200.txt,7207.140208,11279820.12875,199.6,193.87
10,1972,10599540.20388401,11233446.274313034,77,6,conv_MDG-b_32_n2000_m200.txt,7307.38424,11279820.12875,199.59,193.97
1,11978,10541025.577278033,11243281.120510029,67,6,conv_MDG-b_33_n2000_m200.txt,7246.329078,11296297.93395,199.53,193.31
2,684,10586396.232220935,11235544.790313004,81,9,conv_MDG-b_33_n2000_m200.txt,7225.740654,11296297.93395,199.46,193.72
3,3263,10564943.670545941,11230655.122896021,77,2,conv_MDG-b_33_n2000_m200.txt,7240.474893,11296297.93395,199.42,193.53
4,7349,10517600.243675988,11235336.712817006,67,6,conv_MDG-b_33_n2000_m200.txt,7305.784254,11296297.93395,199.46,193.11
5,476,10603616.068999026,11257966.376478009,83,7,conv_MDG-b_33_n2000_m200.txt,7220.481259,11296297.93395,199.66,193.87
6,148,10549153.124807922,11248769.883721946,69,6,conv_MDG-b_33_n2000_m200.txt,7237.722998,11296297.93395,199.58,193.39
7,942,10482710.421070037,11247897.568042055,60,5,conv_MDG-b_33_n2000_m200.txt,7335.036588,11296297.93395,199.57,192.8
8,8948,10570520.816142995,11248772.968502017,76,8,conv_MDG-b_33_n2000_m200.txt,7330.739246,11296297.93395,199.58,193.58
9,5230,10568454.96928799,11243983.567315953,66,6,conv_MDG-b_33_n2000_m200.txt,7242.465039,11296297.93395,199.54,193.56
10,8085,10546315.278839098,11253960.940284122,71,3,conv_MDG-b_33_n2000_m200.txt,7335.364549,11296297.93395,199.63,193.36
1,3342,10547059.068477906,11236391.467183972,68,2,conv_MDG-b_34_n2000_m200.txt,7204.866545,11281245.49982,199.6,193.49
2,7032,10582165.28067899,11254386.730339002,74,4,conv_MDG-b_34_n2000_m200.txt,7279.107983,11281245.49982,199.76,193.8
3,8488,10515821.225346008,11245632.329089956,70,6,conv_MDG-b_34_n2000_m200.txt,7283.635369,11281245.49982,199.68,193.22
4,6265,10611101.762565013,11232090.586426955,74,4,conv_MDG-b_34_n2000_m200.txt,7288.961284,11281245.49982,199.56,194.06
5,10866,10535167.93883595,11245323.826864975,75,5,conv_MDG-b_34_n2000_m200.txt,7268.807379,11281245.49982,199.68,193.39
6,6054,10574336.217254017,11235535.811513916,67,3,conv_MDG-b_34_n2000_m200.txt,7262.118,11281245.49982,199.59,193.73
7,709,10559537.306769993,11247870.142729962,73,5,conv_MDG-b_34_n2000_m200.txt,7256.339922,11281245.49982,199.7,193.6
8,3775,10526662.346749928,11227819.14699198,73,6,conv_MDG-b_34_n2000_m200.txt,7232.611053,11281245.49982,199.53,193.31
9,14761,10529531.608424038,11238371.602052063,70,3,conv_MDG-b_34_n2000_m200.txt,7319.975847,11281245.49982,199.62,193.34
10,3534,10615623.852158997,11243417.127352064,81,5,conv_MDG-b_34_n2000_m200.txt,7274.966278,11281245.49982,199.66,194.1
