Order,Seed,BRKGA,LS,N_gen,N_imp,Instancia,Duration,Target,LSEr,BKEr
4,3144,-107233,-113516,112,4,conv_MDG-a_24_n2000_m200.txt,7294.62734,114040,0.46,5.97
5,6759,-107601,-113454,118,4,conv_MDG-a_24_n2000_m200.txt,7239.749103,114040,0.51,5.65
6,165,-106619,-113465,105,5,conv_MDG-a_24_n2000_m200.txt,7251.470517,114040,0.5,6.51
7,2377,-106391,-113409,97,2,conv_MDG-a_24_n2000_m200.txt,7283.171576,114040,0.55,6.71
8,24681,-107046,-113477,116,5,conv_MDG-a_24_n2000_m200.txt,7278.117568,114040,0.49,6.13
9,16784,-106505,-113513,101,7,conv_MDG-a_24_n2000_m200.txt,7226.735889,114040,0.46,6.61
10,5290,-107142,-113601,119,4,conv_MDG-a_24_n2000_m200.txt,7204.660909,114040,0.38,6.05
1,8909,-107675,-113618,120,3,conv_MDG-a_25_n2000_m200.txt,7270.15199,114064,0.39,5.6
2,12871,-107005,-113604,111,3,conv_MDG-a_25_n2000_m200.txt,7240.434502,114064,0.4,6.19
3,7215,-107443,-113524,113,6,conv_MDG-a_25_n2000_m200.txt,7252.898204,114064,0.47,5.8
4,14671,-107403,-113477,105,2,conv_MDG-a_25_n2000_m200.txt,7209.978012,114064,0.51,5.84
5,2502,-106396,-113539,107,5,conv_MDG-a_25_n2000_m200.txt,7243.25016,114064,0.46,6.72
6,8412,-107383,-113382,105,3,conv_MDG-a_25_n2000_m200.txt,7274.488909,114064,0.6,5.86
7,8477,-107440,-113692,121,6,conv_MDG-a_25_n2000_m200.txt,7232.850391,114064,0.33,5.81
8,1203,-106964,-113585,111,4,conv_MDG-a_25_n2000_m200.txt,7227.035377,114064,0.42,6.22
9,5842,-107201,-113555,123,5,conv_MDG-a_25_n2000_m200.txt,7225.829232,114064,0.45,6.02
10,5612,-107492,-113554,113,5,conv_MDG-a_25_n2000_m200.txt,7252.281438,114064,0.45,5.76
1,11066,-106570,-113816,100,1,conv_MDG-a_26_n2000_m200.txt,7291.04855,114204,0.34,6.68
2,5011,-107110,-113594,110,3,conv_MDG-a_26_n2000_m200.txt,7219.134993,114204,0.53,6.21
3,10657,-107209,-113772,129,5,conv_MDG-a_26_n2000_m200.txt,7285.806429,114204,0.38,6.13
4,17705,-107074,-113814,102,2,conv_MDG-a_26_n2000_m200.txt,7262.556865,114204,0.34,6.24
5,4873,-107324,-113810,90,5,conv_MDG-a_26_n2000_m200.txt,7286.134906,114204,0.34,6.02
6,13036,-106918,-113946,112,6,conv_MDG-a_26_n2000_m200.txt,7273.858996,114204,0.23,6.38
7,8968,-107078,-113896,111,6,conv_MDG-a_26_n2000_m200.txt,7258.997126,114204,0.27,6.24
8,5830,-107153,-113723,109,6,conv_MDG-a_26_n2000_m200.txt,7225.473028,114204,0.42,6.17
9,7365,-107025,-113885,136,6,conv_MDG-a_26_n2000_m200.txt,7247.825665,114204,0.28,6.29
10,6891,-107247,-113836,100,4,conv_MDG-a_26_n2000_m200.txt,7264.4146,114204,0.32,6.09
1,3721,-106911,-113907,90,6,conv_MDG-a_27_n2000_m200.txt,7206.107903,114338,0.38,6.5
2,6566,-106970,-113544,97,2,conv_MDG-a_27_n2000_m200.txt,7206.637974,114338,0.69,6.44
3,10693,-106680,-113758,99,4,conv_MDG-a_27_n2000_m200.txt,7233.662437,114338,0.51,6.7
4,15613,-106511,-113454,110,5,conv_MDG-a_27_n2000_m200.txt,7276.945972,114338,0.77,6.85
5,21258,-106912,-113662,108,6,conv_MDG-a_27_n2000_m200.txt,7211.788278,114338,0.59,6.49
6,12491,-106841,-113632,97,5,conv_MDG-a_27_n2000_m200.txt,7231.925792,114338,0.62,6.56
7,21205,-107254,-113761,109,8,conv_MDG-a_27_n2000_m200.txt,7227.737843,114338,0.5,6.2
8,3408,-106752,-113673,104,6,conv_MDG-a_27_n2000_m200.txt,7205.120665,114338,0.58,6.63
9,17350,-107083,-113767,107,6,conv_MDG-a_27_n2000_m200.txt,7293.785766,114338,0.5,6.35
10,13940,-107051,-113610,113,7,conv_MDG-a_27_n2000_m200.txt,7220.734844,114338,0.64,6.37
1,9701,-107736,-113778,122,6,conv_MDG-a_28_n2000_m200.txt,7224.947403,114158,0.33,5.63
2,2454,-106974,-113726,105,5,conv_MDG-a_28_n2000_m200.txt,7266.494233,114158,0.38,6.29
3,5798,-107176,-113605,115,8,conv_MDG-a_28_n2000_m200.txt,7226.418957,114158,0.48,6.12
4,9337,-107231,-113568,124,5,conv_MDG-a_28_n2000_m200.txt,7275.328254,114158,0.52,6.07
5,10597,-107565,-113669,123,6,conv_MDG-a_28_n2000_m200.txt,7265.049169,114158,0.43,5.78
6,4245,-107503,-113564,121,6,conv_MDG-a_28_n2000_m200.txt,7230.922641,114158,0.52,5.83
7,8583,-107302,-113707,91,4,conv_MDG-a_28_n2000_m200.txt,7263.441586,114158,0.4,6.01
8,4235,-106958,-113712,104,6,conv_MDG-a_28_n2000_m200.txt,7312.583244,114158,0.39,6.31
9,20711,-107118,-113664,111,4,conv_MDG-a_28_n2000_m200.txt,7202.565137,114158,0.43,6.17
10,4187,-106861,-113516,120,3,conv_MDG-a_28_n2000_m200.txt,7272.126135,114158,0.56,6.39
1,8002,-107372,-113546,116,6,conv_MDG-a_29_n2000_m200.txt,7289.347056,114132,0.51,5.92
2,4839,-106895,-113639,124,7,conv_MDG-a_29_n2000_m200.txt,7272.041541,114132,0.43,6.34
3,9280,-107385,-113514,100,5,conv_MDG-a_29_n2000_m200.txt,7269.016563,114132,0.54,5.91
4,13392,-107212,-113548,97,2,conv_MDG-a_29_n2000_m200.txt,7247.482668,114132,0.51,6.06
5,11619,-106458,-113481,94,7,conv_MDG-a_29_n2000_m200.txt,7243.51736,114132,0.57,6.72
6,18780,-106514,-113555,99,4,conv_MDG-a_29_n2000_m200.txt,7327.319697,114132,0.51,6.67
7,13064,-107495,-113595,106,4,conv_MDG-a_29_n2000_m200.txt,7277.445537,114132,0.47,5.82
8,10152,-107331,-113636,104,6,conv_MDG-a_29_n2000_m200.txt,7243.666128,114132,0.43,5.96
9,12694,-107404,-113965,111,6,conv_MDG-a_29_n2000_m200.txt,7296.460855,114132,0.15,5.89
10,8721,-106915,-113598,95,3,conv_MDG-a_29_n2000_m200.txt,7242.10372,114132,0.47,6.32
1,638,-107097,-113385,104,3,conv_MDG-a_30_n2000_m200.txt,7295.22497,114197,0.71,6.22
2,4398,-106986,-113623,118,4,conv_MDG-a_30_n2000_m200.txt,7217.297316,114197,0.5,6.31
3,2841,-106959,-113483,97,5,conv_MDG-a_30_n2000_m200.txt,7281.828582,114197,0.63,6.34
4,8345,-106951,-113820,104,8,conv_MDG-a_30_n2000_m200.txt,7289.396813,114197,0.33,6.35
5,2645,-107127,-113516,100,3,conv_MDG-a_30_n2000_m200.txt,7312.014797,114197,0.6,6.19
6,2634,-106181,-113647,92,6,conv_MDG-a_30_n2000_m200.txt,7219.462873,114197,0.48,7.02
7,1972,-106664,-113618,85,7,conv_MDG-a_30_n2000_m200.txt,7298.367136,114197,0.51,6.6
8,11978,-106541,-113585,85,4,conv_MDG-a_30_n2000_m200.txt,7291.408284,114197,0.54,6.7
9,684,-106514,-113783,107,6,conv_MDG-a_30_n2000_m200.txt,7222.253752,114197,0.36,6.73
10,3263,-107187,-113589,108,4,conv_MDG-a_30_n2000_m200.txt,7240.386942,114197,0.53,6.14
1,7349,-107020,-113651,83,6,conv_MDG-a_31_n2000_m200.txt,7248.905921,114139,0.43,6.24
2,476,-106904,-113693,95,3,conv_MDG-a_31_n2000_m200.txt,7215.501402,114139,0.39,6.34
3,148,-106765,-113608,97,6,conv_MDG-a_31_n2000_m200.txt,7261.798919,114139,0.47,6.46
4,942,-106917,-113556,94,2,conv_MDG-a_31_n2000_m200.txt,7271.506456,114139,0.51,6.33
5,8948,-106972,-113660,109,6,conv_MDG-a_31_n2000_m200.txt,7204.148754,114139,0.42,6.28
6,5230,-107104,-113516,94,7,conv_MDG-a_31_n2000_m200.txt,7251.753144,114139,0.55,6.16
7,8085,-106744,-113689,102,6,conv_MDG-a_31_n2000_m200.txt,7231.472235,114139,0.39,6.48
8,3342,-106652,-113505,93,2,conv_MDG-a_31_n2000_m200.txt,7296.744557,114139,0.56,6.56
9,7032,-107546,-113672,110,6,conv_MDG-a_31_n2000_m200.txt,7312.781069,114139,0.41,5.78
10,8488,-106596,-113499,120,7,conv_MDG-a_31_n2000_m200.txt,7209.110343,114139,0.56,6.61
1,6265,-106975,-113647,103,7,conv_MDG-a_32_n2000_m200.txt,7255.095474,114092,0.39,6.24
2,10866,-106847,-113600,102,5,conv_MDG-a_32_n2000_m200.txt,7283.350827,114092,0.43,6.35
3,6054,-106881,-113608,106,4,conv_MDG-a_32_n2000_m200.txt,7330.141034,114092,0.42,6.32
4,709,-106835,-113514,114,5,conv_MDG-a_32_n2000_m200.txt,7235.024062,114092,0.51,6.36
5,3775,-106638,-113443,94,5,conv_MDG-a_32_n2000_m200.txt,7292.075866,114092,0.57,6.53
6,14761,-107127,-113606,99,4,conv_MDG-a_32_n2000_m200.txt,7205.509184,114092,0.43,6.1
7,3534,-107410,-113581,132,4,conv_MDG-a_32_n2000_m200.txt,7239.518572,114092,0.45,5.86
8,17268,-106468,-113659,91,5,conv_MDG-a_32_n2000_m200.txt,7211.685993,114092,0.38,6.68
9,5337,-106414,-113520,96,5,conv_MDG-a_32_n2000_m200.txt,7271.331933,114092,0.5,6.73
10,11834,-106533,-113635,106,4,conv_MDG-a_32_n2000_m200.txt,7242.3177240000005,114092,0.4,6.63
1,5069,-106952,-113673,103,6,conv_MDG-a_33_n2000_m200.txt,7257.036401,114124,0.4,6.28
2,13670,-106786,-113819,110,5,conv_MDG-a_33_n2000_m200.txt,7236.992325,114124,0.27,6.43
3,1255,-107266,-113606,103,4,conv_MDG-a_33_n2000_m200.txt,7239.44585,114124,0.45,6.01
4,11980,-106676,-113611,101,6,conv_MDG-a_33_n2000_m200.txt,7271.327105,114124,0.45,6.53
5,5448,-107225,-113706,106,3,conv_MDG-a_33_n2000_m200.txt,7304.531032,114124,0.37,6.05
6,10904,-106848,-113609,115,6,conv_MDG-a_33_n2000_m200.txt,7289.784188,114124,0.45,6.38
7,15010,-107064,-113635,120,4,conv_MDG-a_33_n2000_m200.txt,7226.984675,114124,0.43,6.19
8,10813,-107021,-113757,93,6,conv_MDG-a_33_n2000_m200.txt,7226.950287,114124,0.32,6.22
9,10426,-107485,-113500,109,3,conv_MDG-a_33_n2000_m200.txt,7223.177021,114124,0.55,5.82
10,11957,-107125,-113626,119,3,conv_MDG-a_33_n2000_m200.txt,7301.186597,114124,0.44,6.13
1,5757,-106977,-113584,103,4,conv_MDG-a_34_n2000_m200.txt,7207.186148,114203,0.54,6.33
2,12446,-107469,-113582,111,5,conv_MDG-a_34_n2000_m200.txt,7234.9043,114203,0.54,5.9
3,6573,-107882,-113690,116,3,conv_MDG-a_34_n2000_m200.txt,7260.050059,114203,0.45,5.53
4,9463,-107110,-113674,119,11,conv_MDG-a_34_n2000_m200.txt,7248.244381,114203,0.46,6.21
5,17193,-106736,-113415,102,6,conv_MDG-a_34_n2000_m200.txt,7245.761356,114203,0.69,6.54
6,290,-106984,-113633,109,4,conv_MDG-a_34_n2000_m200.txt,7274.507933,114203,0.5,6.32
7,23421,-106543,-113472,105,4,conv_MDG-a_34_n2000_m200.txt,7218.367156,114203,0.64,6.71
8,3225,-107389,-113576,112,4,conv_MDG-a_34_n2000_m200.txt,7224.495113,114203,0.55,5.97
9,8971,-106974,-113679,139,6,conv_MDG-a_34_n2000_m200.txt,7239.515594,114203,0.46,6.33
10,11301,-106662,-113713,105,6,conv_MDG-a_34_n2000_m200.txt,7239.601856,114203,0.43,6.6
1,28605,-107488,-113597,102,4,conv_MDG-a_35_n2000_m200.txt,7221.103473,114180,0.51,5.86
2,2804,-107067,-113752,104,3,conv_MDG-a_35_n2000_m200.txt,7289.803279,114180,0.37,6.23
3,11159,-106735,-113519,103,5,conv_MDG-a_35_n2000_m200.txt,7264.459405,114180,0.58,6.52
4,8417,-107156,-113694,97,6,conv_MDG-a_35_n2000_m200.txt,7252.531472,114180,0.43,6.15
5,14385,-106532,-113719,86,4,conv_MDG-a_35_n2000_m200.txt,7307.649407,114180,0.4,6.7
6,15964,-106637,-113792,99,1,conv_MDG-a_35_n2000_m200.txt,7245.48928,114180,0.34,6.61
7,2492,-106729,-113808,108,5,conv_MDG-a_35_n2000_m200.txt,7270.996665,114180,0.33,6.53
8,1181,-107709,-113823,113,5,conv_MDG-a_35_n2000_m200.txt,7225.302588,114180,0.31,5.67
9,25557,-106922,-113692,105,5,conv_MDG-a_35_n2000_m200.txt,7204.289255,114180,0.43,6.36
10,5265,-106971,-113716,102,3,conv_MDG-a_35_n2000_m200.txt,7254.561261,114180,0.41,6.31
1,4910,-106861,-113616,97,5,conv_MDG-a_36_n2000_m200.txt,7203.118183,114252,0.56,6.47
2,4222,-106486,-113697,103,5,conv_MDG-a_36_n2000_m200.txt,7209.494367,114252,0.49,6.8
3,444,-107224,-113693,104,5,conv_MDG-a_36_n2000_m200.txt,7224.496144,114252,0.49,6.15
4,14103,-106478,-113624,98,5,conv_MDG-a_36_n2000_m200.txt,7248.974227,114252,0.55,6.8
5,2347,-107173,-113679,124,5,conv_MDG-a_36_n2000_m200.txt,7263.880693,114252,0.5,6.2
6,2186,-106617,-113822,103,4,conv_MDG-a_36_n2000_m200.txt,7217.176227,114252,0.38,6.68
7,3277,-106682,-113606,104,6,conv_MDG-a_36_n2000_m200.txt,7295.97191,114252,0.57,6.63
8,5031,-107399,-113920,127,3,conv_MDG-a_36_n2000_m200.txt,7289.668003,114252,0.29,6
9,20507,-107284,-113825,113,4,conv_MDG-a_36_n2000_m200.txt,7209.451526,114252,0.37,6.1
10,6781,-106842,-113924,101,2,conv_MDG-a_36_n2000_m200.txt,7277.037946,114252,0.29,6.49
